placement_id,student_id,company_name,year,ctc_lpa,raw_source_table
865,75,"Niti 
Aayog",2019,,students_2019
168,76,Wipro Technologies,2019,,students_2019
581,78,TCS,2019,,students_2019
485,79,Dgfc,2019,,students_2019
795,80,Robert Bosch,2019,,students_2019
22,82,TCS,2019,,students_2019
726,83,Cognizant,2019,,students_2019
240,84,Impitus Infotech,2019,,students_2019
572,85,TCS,2019,,students_2019
573,85,Torrent Power,2019,,students_2019
171,86,Bosch,2019,,students_2019
741,88,Bosch,2019,,students_2019
290,89,TCS,2019,,students_2019
878,90,Byju'S,2019,,students_2019
877,90,Jaro,2019,,students_2019
972,91,Extramarks Edu Private Ltd.,2019,,students_2019
695,92,Bosch,2019,,students_2019
575,93,Amazon,2019,,students_2019
326,94,TCS,2019,,students_2019
907,95,Motherson,2019,,students_2019
159,96,Visit,2019,,students_2019
605,97,Infogain,2019,,students_2019
606,97,Wipro,2019,,students_2019
883,100,Tak Technologies,2019,,students_2019
383,101,TCS,2019,,students_2019
686,102,Bosch,2019,,students_2019
425,103,Eckovation,2019,,students_2019
940,104,10times,2019,,students_2019
195,105,TCS,2019,,students_2019
114,106,Zycus,2019,,students_2019
506,107,Samishti,2019,,students_2019
984,108,Multitex,2019,,students_2019
467,111,TCS,2019,,students_2019
359,112,TCS,2019,,students_2019
156,113,Newgen,2019,,students_2019
771,114,"Roulunds Braking (India)Pvt. 
Ltd.",2019,,students_2019
707,115,Jaro Toppscholars Pvt. Ltd.,2019,,students_2019
256,116,Gis Software,2019,,students_2019
53,117,Unified Cloud,2019,,students_2019
52,117,Wipro,2019,,students_2019
993,120,TCS,2019,,students_2019
765,121,Cognizant,2019,,students_2019
476,122,TCS,2019,,students_2019
207,123,Fiserv,2019,,students_2019
10,124,TCS,2019,,students_2019
377,125,TCS,2019,,students_2019
978,126,Extramarks Edu Private Ltd.,2019,,students_2019
16,127,Amazon,2019,,students_2019
852,128,Vaidik Eduservices Pvt Ltd,2019,,students_2019
374,129,Benchmark,2019,,students_2019
704,130,Torrent Power,2019,,students_2019
904,132,Simon India,2019,,students_2019
287,133,TCS,2019,,students_2019
959,134,Chegg India(Part Time),2019,,students_2019
1012,135,Simon,2019,,students_2019
428,136,Bosch,2019,,students_2019
822,138,"Squadrun Solutions Private 
Limited",2019,,students_2019
69,139,Jellyfish Technologies Pvt. Ltd,2019,,students_2019
895,140,Amazon,2019,,students_2019
987,141,India Mart,2019,,students_2019
801,142,Cognizant,2019,,students_2019
190,143,Gradeup,2019,,students_2019
189,143,Indiamart,2019,,students_2019
843,144,Vedantu,2019,,students_2019
210,145,Virtusa,2019,,students_2019
981,146,Byju'S,2019,,students_2019
470,147,TCS,2019,,students_2019
266,148,TCS,2019,,students_2019
183,149,Newgen,2019,,students_2019
184,149,TCS,2019,,students_2019
440,150,Unify Cloud,2019,,students_2019
680,151,TCS,2019,,students_2019
713,153,TCS,2019,,students_2019
87,154,TCS,2019,,students_2019
284,155,Newgen,2019,,students_2019
614,156,Cognizant,2019,,students_2019
81,157,Contata,2019,,students_2019
82,157,TCS,2019,,students_2019
530,158,TCS,2019,,students_2019
819,160,Byju'S,2019,,students_2019
692,161,Ntt Data,2019,,students_2019
386,162,Wipro,2019,,students_2019
347,163,TCS,2019,,students_2019
678,165,Bosch,2019,,students_2019
677,165,TCS,2019,,students_2019
350,166,Bosch,2019,,students_2019
78,167,Cognizance,2019,,students_2019
231,168,Bosch,2019,,students_2019
232,168,TCS,2019,,students_2019
464,169,Cognizant,2019,,students_2019
253,171,Wipro Technologies,2019,,students_2019
1024,172,Multitex,2019,,students_2019
710,173,Bosch,2019,,students_2019
546,174,Bosch,2019,,students_2019
545,174,TCS,2019,,students_2019
834,175,Chegg India(Part Time),2019,,students_2019
590,177,Fiserv,2019,,students_2019
886,178,"Metal Craft Construction Pvt 
Ltd",2019,,students_2019
353,179,Wipro,2019,,students_2019
528,180,Huddle Solutions,2019,,students_2019
529,180,Paytm Payment Bank,2019,,students_2019
527,180,Tak- Technologies,2019,,students_2019
768,181,Westline Ship Management,2019,,students_2019
121,182,Fiserv,2019,,students_2019
120,182,Parallel Dots,2019,,students_2019
1006,183,Amazon,2019,,students_2019
281,184,TCS,2019,,students_2019
102,185,TCS,2019,,students_2019
28,187,Webkul,2019,,students_2019
174,188,Global Logic,2019,,students_2019
407,189,Cognizant,2019,,students_2019
64,190,TCS,2019,,students_2019
63,190,Wipro Technologies,2019,,students_2019
846,191,"State Street Corporate Service 
Pvt",2019,,students_2019
539,192,Tak- Technologies,2019,,students_2019
341,193,Impetus,2019,,students_2019
56,194,"Newgen Software 
Technologies Limited",2019,,students_2019
58,194,TCS,2019,,students_2019
269,196,Hcl,2019,,students_2019
7,198,Unified Cloud,2019,,students_2019
19,199,Cognizance,2019,,students_2019
807,200,Torrent Gas,2019,,students_2019
858,201,Certybox,2019,,students_2019
859,201,Lutron,2019,,students_2019
944,202,Extramarks,2019,,students_2019
943,202,Vedantu,2019,,students_2019
837,203,Indian Post Office,2019,,students_2019
75,204,Jellyfish Technologies Pvt. Ltd,2019,,students_2019
296,205,TCS,2019,,students_2019
947,206,Ahmedabad,2019,,students_2019
946,206,"Global Clutch 
Industries",2019,,students_2019
919,207,Byju'S,2019,,students_2019
920,207,Eckovation,2019,,students_2019
515,208,Bosch,2019,,students_2019
362,209,Wipro,2019,,students_2019
446,210,TCS,2019,,students_2019
855,212,Chegg India (Part Time),2019,,students_2019
244,213,Capgemini,2019,,students_2019
243,213,Unified Cloud,2019,,students_2019
13,214,TCS,2019,,students_2019
198,215,TCS,2019,,students_2019
662,216,Indiamart,2019,,students_2019
37,217,TCS,2019,,students_2019
458,218,Wipro,2019,,students_2019
950,219,Makino Auto Pvt,2019,,students_2019
744,220,"Trivium Education Services 
Private Limited",2019,,students_2019
780,221,Extramarks,2019,,students_2019
533,222,Veda Iit,2019,,students_2019
449,223,Fiserv,2019,,students_2019
497,224,TCS,2019,,students_2019
25,225,Tricon,2019,,students_2019
965,226,Assistant Engineer,2019,,students_2019
966,226,TCS,2019,,students_2019
804,227,Torrent Power,2019,,students_2019
937,228,Sb Enegry,2019,,students_2019
810,229,Byju'S,2019,,students_2019
777,230,Raingate,2019,,students_2019
401,232,TCS,2019,,students_2019
621,233,Amazon,2019,,students_2019
620,233,Cognizant,2019,,students_2019
729,234,Capgemini,2019,,students_2019
871,235,Hcl,2019,,students_2019
154,236,Capgemini,2019,,students_2019
153,236,TCS,2019,,students_2019
344,237,Rate Gain,2019,,students_2019
566,238,Cognizant,2019,,students_2019
954,240,Caddesk,2019,,students_2019
953,240,Extramarks,2019,,students_2019
996,241,"Content Writing Black Board 
Radio",2019,,students_2019
997,241,Jhansi,2019,,students_2019
111,242,TCS,2019,,students_2019
735,245,Squadrun Solution Pvt. Ltd.,2019,,students_2019
320,246,Mcm Encore,2019,,students_2019
100,247,Gradeup,2019,,students_2019
99,247,M.Tree,2019,,students_2019
1009,248,India Mart,2019,,students_2019
916,249,Isterling And Wilson,2019,,students_2019
135,250,TCS,2019,,students_2019
180,251,Shiprocket,2019,,students_2019
910,252,Wipro,2019,,students_2019
913,253,Ashok Leyland,2019,,students_2019
557,254,TCS,2019,,students_2019
555,255,Byjus,2019,,students_2019
554,255,TCS,2019,,students_2019
509,256,TCS,2019,,students_2019
410,257,Absesntia,2019,,students_2019
237,258,Wiitybrain,2019,,students_2019
46,259,Cognizance,2019,,students_2019
792,260,Tata,2019,,students_2019
518,261,10 Times,2019,,students_2019
278,262,TCS,2019,,students_2019
503,264,TCS,2019,,students_2019
332,265,Newgen,2019,,students_2019
314,266,Times Internet Ltd.,2019,,students_2019
783,267,Torrent Power,2019,,students_2019
217,269,Capgemini,2019,,students_2019
216,269,TCS,2019,,students_2019
512,271,Bosch,2019,,students_2019
548,272,Capegemini,2019,,students_2019
138,273,Cusmat,2019,,students_2019
473,274,Infogain,2019,,students_2019
975,275,Jaro Topscholars,2019,,students_2019
455,276,Huddle,2019,,students_2019
204,277,Impitus Infotech,2019,,students_2019
738,278,Vedanta,2019,,students_2019
479,279,Cognizant,2019,,students_2019
638,280,Huddle Solutions,2019,,students_2019
789,281,Cadence,2019,,students_2019
892,282,Skyhawk Aviation,2019,,students_2019
599,283,Capegemini,2019,,students_2019
644,284,Bosch,2019,,students_2019
219,285,India Mart,2019,,students_2019
302,286,TCS,2019,,students_2019
889,288,Wipro,2019,,students_2019
60,289,Cognizance,2019,,students_2019
861,290,Je Indian Railway(Govt.),2019,,students_2019
798,291,Technoviz Autoamtion,2019,,students_2019
365,292,Bosch,2019,,students_2019
72,293,Gradeup,2019,,students_2019
305,294,Webkul,2019,,students_2019
251,295,Webkul,2019,,students_2019
250,295,Wipro Technologies,2019,,students_2019
931,296,Cognizant,2019,,students_2019
521,297,Bosch,2019,,students_2019
335,298,Global Logic,2019,,students_2019
395,299,TCS,2019,,students_2019
392,300,TCS,2019,,students_2019
443,302,Newgen,2019,,students_2019
329,303,TCS,2019,,students_2019
925,304,Vedantu,2019,,students_2019
635,305,Wipro,2019,,students_2019
816,307,Byju'S,2019,,students_2019
817,307,"Squadrun Solutions 
Private Limited",2019,,students_2019
732,308,Westline Ship Management,2019,,students_2019
720,309,Vedanta,2019,,students_2019
186,310,Samishti Infotech,2019,,students_2019
187,310,TCS,2019,,students_2019
880,311,Teleperformace,2019,,students_2019
263,312,TCS,2019,,students_2019
123,313,Ingogain,2019,,students_2019
124,313,Wipro Technologies,2019,,students_2019
665,314,Wipro,2019,,students_2019
840,315,Wipro,2019,,students_2019
234,316,TCS,2019,,students_2019
434,317,TCS,2019,,students_2019
4,318,Wipro Technologies,2019,,students_2019
117,321,Newgen,2019,,students_2019
118,321,TCS,2019,,students_2019
683,322,Cognizant,2019,,students_2019
1022,324,Emerson,2019,,students_2019
1021,324,Multitex,2019,,students_2019
723,325,TCS,2019,,students_2019
934,326,Indian Air Force,2019,,students_2019
1018,328,Wipro,2019,,students_2019
563,329,Nagarro,2019,,students_2019
368,330,Wipro,2019,,students_2019
105,331,Certybox,2019,,students_2019
97,332,Cognizance,2019,,students_2019
96,332,Unified Cloud,2019,,students_2019
650,334,Bosch,2019,,students_2019
653,335,Cognizant,2019,,students_2019
611,336,Torrent Power,2019,,students_2019
380,337,Newgen,2019,,students_2019
1000,338,Nic Project,2019,,students_2019
311,339,TCS,2019,,students_2019
990,341,Ginger Webs,2019,,students_2019
371,342,Capgemini,2019,,students_2019
536,344,Wipro,2019,,students_2019
717,345,Gurugram,2019,,students_2019
716,345,Tricolite,2019,,students_2019
144,346,TCS,2019,,students_2019
578,347,Torrent Power,2019,,students_2019
969,348,Byju'S,2019,,students_2019
593,349,Zia Semiconductor,2019,,students_2019
259,350,TCS,2019,,students_2019
261,350,Wipro Technologies,2019,,students_2019
626,352,Bosch,2019,,students_2019
585,354,Capegemini,2019,,students_2019
584,354,Ntt Data,2019,,students_2019
500,355,Newgen,2019,,students_2019
623,356,Wipro,2019,,students_2019
587,357,TCS,2019,,students_2019
753,358,"Dempo Ship Building & 
Engineering Pvt. Ltd.",2019,,students_2019
338,359,TCS,2019,,students_2019
44,360,Graeup,2019,,students_2019
43,360,Razorpay,2019,,students_2019
389,361,Libsys,2019,,students_2019
656,362,TCS,2019,,students_2019
956,363,Aradhana Engg Works,2019,,students_2019
90,364,Itbd,2019,,students_2019
482,365,R-System,2019,,students_2019
641,366,Bosch,2019,,students_2019
828,367,Lyberate India Pvt Ltd,2019,,students_2019
31,368,TCS,2019,,students_2019
597,369,Cognizant,2019,,students_2019
596,369,Wipro,2019,,students_2019
413,370,Wipro,2019,,students_2019
228,371,Bosch,2019,,students_2019
108,372,Newgen,2019,,students_2019
109,372,TCS,2019,,students_2019
647,373,Cognizant,2019,,students_2019
162,374,Wipro Technologies,2019,,students_2019
747,375,Eta Engg. Pvt. Ltd.,2019,,students_2019
786,376,Extramarks,2019,,students_2019
701,377,Torrent Power,2019,,students_2019
323,378,Cognizant,2019,,students_2019
299,379,Capgemini,2019,,students_2019
617,380,10times,2019,,students_2019
40,381,Cognizance,2019,,students_2019
962,384,Mitutoyo,2019,,students_2019
542,385,Tak- Technologies,2019,,students_2019
132,386,Wipro Technologies,2019,,students_2019
874,387,Byju'S,2019,,students_2019
875,387,Codchef,2019,,students_2019
750,388,Torrent Power,2019,,students_2019
762,389,Adventz,2019,,students_2019
491,390,Wipro,2019,,students_2019
868,391,Chegg India (Part Time),2019,,students_2019
34,392,TCS,2019,,students_2019
452,393,TCS,2019,,students_2019
629,394,Zia Semiconductor,2019,,students_2019
551,396,Ntt Data,2019,,students_2019
225,397,TCS,2019,,students_2019
1713,399,Craterzone Pvt Ltd,2020,,students_2020
1714,399,Wipro,2020,,students_2020
1345,402,TCS,2020,,students_2020
1882,403,Infosys,2020,,students_2020
1881,403,"Mothersonsumi 
Infotech & Designs 
Limited",2020,,students_2020
2530,405,Extramarks,2020,,students_2020
1654,406,"Deeplogic Tech 
India Pvt Ltd",2020,,students_2020
1653,406,Infogain,2020,,students_2020
2449,407,Capgemini,2020,,students_2020
1230,408,Infosys,2020,,students_2020
1229,408,"Motherson Sumi 
Infotech & Designs 
Limited",2020,,students_2020
2166,409,Infosys,2020,,students_2020
2165,409,Wipro,2020,,students_2020
2150,410,Infosys,2020,,students_2020
2149,410,TCS,2020,,students_2020
1969,411,"Arunachal Pradesh 
Power Corporation 
Pvt. Ltd",2020,,students_2020
2369,412,Technipfmc,2020,,students_2020
1542,413,"Rmgx Technologies 
Llp",2020,,students_2020
1541,413,TCS,2020,,students_2020
2554,414,Timex,2020,,students_2020
1373,415,TCS,2020,,students_2020
1673,416,Newgen,2020,,students_2020
1674,416,TCS,2020,,students_2020
1529,417,Chegg India,2020,,students_2020
2094,418,Globallogic,2020,,students_2020
2093,418,TCS,2020,,students_2020
1281,420,Ta Digital,2020,,students_2020
1282,420,TCS,2020,,students_2020
2253,422,Cognizant,2020,,students_2020
1545,423,Gemini Solutions,2020,,students_2020
1546,423,Infosys,2020,,students_2020
2265,425,Chegg India,2020,,students_2020
2494,426,Isgec,2020,,students_2020
2029,427,Zia Semiconductors,2020,,students_2020
2587,428,Isgec,2020,,students_2020
2045,429,Zia Semiconductors,2020,,students_2020
2447,430,Byjus,2020,,students_2020
2446,430,Isgec,2020,,students_2020
2445,430,Samsung Heavy Engg,2020,,students_2020
1581,431,TCS,2020,,students_2020
1981,432,Certybox,2020,,students_2020
1982,432,Geeksforgeeks,2020,,students_2020
1453,433,Infosys,2020,,students_2020
1965,434,Infosys,2020,,students_2020
2381,435,TCS,2020,,students_2020
2097,436,TCS,2020,,students_2020
2337,438,Technipfmc,2020,,students_2020
1862,439,Newgen,2020,,students_2020
1861,439,TCS,2020,,students_2020
1821,440,Wipro,2020,,students_2020
2013,441,Infosys,2020,,students_2020
2001,442,Infosys,2020,,students_2020
2178,443,Cognizant,2020,,students_2020
2177,443,Tcs.,2020,,students_2020
1207,444,Cognizant,2020,,students_2020
1205,444,Niit,2020,,students_2020
1206,444,TCS,2020,,students_2020
1849,445,Svam,2020,,students_2020
1765,447,Daffodil,2020,,students_2020
1766,447,Niit,2020,,students_2020
2465,448,Isgec,2020,,students_2020
2242,449,Infosys,2020,,students_2020
2241,449,TCS,2020,,students_2020
2353,450,Cognizant,2020,,students_2020
2354,450,Wipro,2020,,students_2020
1402,451,"Deep Logic Tech 
India Pvt Ltd.",2020,,students_2020
1401,451,Infogain,2020,,students_2020
1989,452,Infosys,2020,,students_2020
1217,453,Infosys,2020,,students_2020
2389,454,TCS,2020,,students_2020
1422,455,Infosys,2020,,students_2020
1421,455,TCS,2020,,students_2020
2117,456,Wipro,2020,,students_2020
1774,457,Cognizant,2020,,students_2020
1775,457,Ibm,2020,,students_2020
1773,457,TCS,2020,,students_2020
1776,457,Wipro,2020,,students_2020
1889,458,TCS,2020,,students_2020
2579,459,Technip- Fmc,2020,,students_2020
1245,460,TCS,2020,,students_2020
1357,461,Infosys,2020,,students_2020
2538,462,Delton Cables,2020,,students_2020
2510,463,Isgec,2020,,students_2020
1693,464,TCS,2020,,students_2020
1785,465,TCS,2020,,students_2020
2341,466,Cognizant,2020,,students_2020
2209,467,TCS,2020,,students_2020
2125,468,TCS,2020,,students_2020
1497,469,Cognizant,2020,,students_2020
1309,470,Extramark,2020,,students_2020
1310,470,Jaro Education,2020,,students_2020
2325,471,Byjus,2020,,students_2020
2627,472,Extra Marks,2020,,students_2020
2401,473,Capgemini,2020,,students_2020
2403,473,Dxc,2020,,students_2020
2157,474,Birlasoft,2020,,students_2020
2158,474,Infosys,2020,,students_2020
1953,475,Deeplogictech,2020,,students_2020
2357,476,Wipro,2020,,students_2020
1609,477,Newgen,2020,,students_2020
1610,477,TCS,2020,,students_2020
2429,478,Mindtree,2020,,students_2020
2427,478,Wipro,2020,,students_2020
1445,479,Cognizant,2020,,students_2020
1937,480,Jaro Education,2020,,students_2020
1570,481,Globallogic,2020,,students_2020
1569,481,Ta Digital,2020,,students_2020
2506,482,Timex,2020,,students_2020
1835,483,Infosys,2020,,students_2020
1834,483,Newgen,2020,,students_2020
1833,483,TCS,2020,,students_2020
1513,484,Kronos,2020,,students_2020
1870,485,Certybox,2020,,students_2020
1869,485,TCS,2020,,students_2020
1270,486,Cognizant,2020,,students_2020
1269,486,Niit,2020,,students_2020
2217,487,Globallogic,2020,,students_2020
2321,488,TCS,2020,,students_2020
1678,489,Newgen,2020,,students_2020
1677,489,TCS,2020,,students_2020
1481,490,Niit,2020,,students_2020
1815,491,Amazon / Wipro,2020,,students_2020
1816,491,Cognizant,2020,,students_2020
1813,491,Infogain,2020,,students_2020
1814,491,TCS,2020,,students_2020
2377,492,Chegg India,2020,,students_2020
1905,493,Hashedin,2020,,students_2020
2105,494,Birlasoft,2020,,students_2020
2591,495,Tech Mahindra,2020,,students_2020
2415,496,TCS,2020,,students_2020
1641,497,Newgen,2020,,students_2020
1668,500,Amazon,2020,,students_2020
1666,500,Cognizant,2020,,students_2020
1667,500,Gemini Solutions,2020,,students_2020
1665,500,TCS,2020,,students_2020
2197,501,Birlasoft,2020,,students_2020
2198,501,Cognizant,2020,,students_2020
2199,501,Infosys,2020,,students_2020
1807,503,"Certybox 
/Geekforgeeks",2020,,students_2020
1806,503,Jaro Education,2020,,students_2020
1808,503,Niit,2020,,students_2020
1805,503,TCS,2020,,students_2020
1489,504,Infogain,2020,,students_2020
2269,505,Chegg India,2020,,students_2020
1353,507,Cognizant,2020,,students_2020
1354,507,Infosys,2020,,students_2020
1355,507,Wipro,2020,,students_2020
2498,508,Torrent Power,2020,,students_2020
1919,509,Adobe,2020,,students_2020
1918,509,Infosys,2020,,students_2020
1917,509,Kronos,2020,,students_2020
1809,510,Infosys,2020,,students_2020
1465,511,TCS,2020,,students_2020
1209,512,TCS,2020,,students_2020
1778,513,Deeplogictech,2020,,students_2020
1777,513,Niit,2020,,students_2020
1893,515,TCS,2020,,students_2020
1894,515,Wipro,2020,,students_2020
1762,516,Cognizant,2020,,students_2020
1763,516,Contata,2020,,students_2020
1761,516,Qa,2020,,students_2020
1764,516,"Wipro/Hexaview / 
Mindfire Solutions/ 
Chimps At Work 
Studios Pvt Ltd",2020,,students_2020
1645,517,Qa,2020,,students_2020
2041,518,Infosys,2020,,students_2020
1798,519,Hcl,2020,,students_2020
1797,519,TCS,2020,,students_2020
1636,520,Amazon,2020,,students_2020
1635,520,Infosys,2020,,students_2020
1634,520,Kronos,2020,,students_2020
1633,520,TCS,2020,,students_2020
2313,521,Extramarks,2020,,students_2020
1557,522,Gemini Solutions,2020,,students_2020
2205,523,TCS,2020,,students_2020
1909,524,Niit,2020,,students_2020
1910,524,TCS,2020,,students_2020
2250,525,Ntt Data,2020,,students_2020
2249,525,TCS,2020,,students_2020
2251,525,"Zia 
Semiconductors",2020,,students_2020
1201,527,TCS,2020,,students_2020
2365,528,Byjus,2020,,students_2020
2385,529,Birlasoft,2020,,students_2020
2386,529,Infosys,2020,,students_2020
1913,530,TCS,2020,,students_2020
2469,531,Wipro,2020,,students_2020
2310,532,Jaro Education,2020,,students_2020
2309,532,TCS,2020,,students_2020
2025,533,Infosys,2020,,students_2020
2077,534,TCS,2020,,students_2020
2301,535,Byjus,2020,,students_2020
1977,537,Infosys,2020,,students_2020
1561,538,Infosys,2020,,students_2020
1501,539,Globallogic,2020,,students_2020
2615,540,Byju'S,2020,,students_2020
2616,540,Extramarks,2020,,students_2020
2173,541,Birlasoft,2020,,students_2020
2018,542,Ibm,2020,,students_2020
2017,542,Infosys,2020,,students_2020
1477,543,Birlasoft,2020,,students_2020
2542,544,Extramarks,2020,,students_2020
2189,545,TCS,2020,,students_2020
2005,546,Zia Semiconductors,2020,,students_2020
2349,547,Snapdeal,2020,,students_2020
2037,548,Zia Semiconductors,2020,,students_2020
1305,549,Newgen,2020,,students_2020
2575,550,Isgec,2020,,students_2020
1585,551,Algoworks,2020,,students_2020
2285,552,Samsung,2020,,students_2020
2101,553,TCS,2020,,students_2020
2281,554,Samsung,2020,,students_2020
1637,555,TCS,2020,,students_2020
1629,556,Birlasoft,2020,,students_2020
1553,557,Newgen,2020,,students_2020
2550,558,Isgec,2020,,students_2020
1258,559,Cognizant,2020,,students_2020
1260,559,"Deep Logic Tech India 
Pvt Ltd",2020,,students_2020
1259,559,Infosys,2020,,students_2020
1257,559,TCS,2020,,students_2020
2612,560,Certybox,2020,,students_2020
2611,560,Extra Marks,2020,,students_2020
2033,561,Birlasoft,2020,,students_2020
1721,562,TCS,2020,,students_2020
1886,563,Byjus,2020,,students_2020
1885,563,Xapads Media,2020,,students_2020
1897,564,TCS,2020,,students_2020
1381,565,Newgen,2020,,students_2020
1382,565,TCS,2020,,students_2020
1383,565,Wipro,2020,,students_2020
1213,566,Cognizant,2020,,students_2020
1214,566,Contata,2020,,students_2020
1215,566,Paytm Bank,2020,,students_2020
1226,567,Cognizant,2020,,students_2020
1225,567,TCS,2020,,students_2020
1227,567,Wipro,2020,,students_2020
1293,568,TCS,2020,,students_2020
1341,570,TCS,2020,,students_2020
1342,570,Wipro,2020,,students_2020
2393,571,Wipro,2020,,students_2020
2502,572,Rtds,2020,,students_2020
1701,573,Birlasoft,2020,,students_2020
1702,573,Infosys,2020,,students_2020
1317,574,TCS,2020,,students_2020
1925,575,Cheeg India,2020,,students_2020
1457,576,Infosys,2020,,students_2020
2141,577,Infogain,2020,,students_2020
1993,578,Infosys,2020,,students_2020
1974,579,Byjus,2020,,students_2020
1973,579,Infosys,2020,,students_2020
1729,580,TCS,2020,,students_2020
1818,581,Cognizant,2020,,students_2020
1817,581,"Mothersonsumi 
Infotech & Designs 
Limited",2020,,students_2020
1494,582,Cognizant,2020,,students_2020
1495,582,Newgen,2020,,students_2020
1493,582,TCS,2020,,students_2020
2562,584,Infosys,2020,,students_2020
2049,585,Infosys,2020,,students_2020
1333,586,Infosys,2020,,students_2020
2599,587,Atkins,2020,,students_2020
1957,588,Nagarro,2020,,students_2020
1697,589,Niit,2020,,students_2020
1698,589,TCS,2020,,students_2020
1613,590,TCS,2020,,students_2020
2595,591,Geeks For Geeks,2020,,students_2020
1409,592,Amazon,2020,,students_2020
1410,592,Libsys,2020,,students_2020
1433,593,TCS,2020,,students_2020
1337,594,Birlasoft,2020,,students_2020
1339,594,Wipro,2020,,students_2020
1338,594,Wisteli Informatics,2020,,students_2020
1649,595,Cognizant,2020,,students_2020
1650,595,Infosys,2020,,students_2020
1517,596,Gradeup,2020,,students_2020
2406,597,Capgemini,2020,,students_2020
2408,597,Dxc,2020,,students_2020
2461,599,Capgemini,2020,,students_2020
1417,600,M Tree,2020,,students_2020
2161,601,Byjus,2020,,students_2020
1789,602,TCS,2020,,students_2020
1321,603,TCS,2020,,students_2020
2457,604,Appcpl,2020,,students_2020
1350,605,Newgen,2020,,students_2020
1349,605,TCS,2020,,students_2020
2089,606,TCS,2020,,students_2020
2061,607,TCS,2020,,students_2020
1406,608,Infosys,2020,,students_2020
1405,608,TCS,2020,,students_2020
1313,610,Birlasoft,2020,,students_2020
1314,610,Wipro,2020,,students_2020
1705,611,Cognizant,2020,,students_2020
2213,612,Birlasoft,2020,,students_2020
2214,612,Cognizant,2020,,students_2020
2215,612,Infosys,2020,,students_2020
1297,613,Infosys,2020,,students_2020
1781,614,Globallogic,2020,,students_2020
1782,614,TCS,2020,,students_2020
2583,615,Timex,2020,,students_2020
2193,616,TCS,2020,,students_2020
2397,617,TCS,2020,,students_2020
2057,618,TCS,2020,,students_2020
2110,619,Samsung,2020,,students_2020
2109,619,TCS,2020,,students_2020
2113,620,Birlasoft,2020,,students_2020
2114,620,Infosys,2020,,students_2020
2345,621,Snapdeal,2020,,students_2020
1726,623,Pnut Fit Pvt Ltd,2020,,students_2020
1725,623,TCS,2020,,students_2020
1366,624,Cognizant,2020,,students_2020
1365,624,Qa Infotech,2020,,students_2020
1367,624,Wipro,2020,,students_2020
1794,625,Infosys,2020,,students_2020
1793,625,Svam,2020,,students_2020
1769,626,Gemini Solutions,2020,,students_2020
1425,627,Globallogic,2020,,students_2020
1249,628,Infogain,2020,,students_2020
1262,629,Globallogic,2020,,students_2020
1261,629,TCS,2020,,students_2020
1738,630,Birlasoft,2020,,students_2020
